"cces_year","topic","q_code_common","q_code","q_label","wording"
2015,"environment","enviro_renewable","CC15_323_3","Require states use a minimum amount of renewable fuels","Do you support or oppose each of the following proposals? Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little"
2015,"environment","enviro_airwateracts","CC15_323_4","Strengthen EPA enforcement of Clean Air and Water acts","Do you support or oppose each of the following proposals? Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if costs US jobs"
2015,"military","military_oil","CC15_324_1","Approve of military ensuring oil supply","Would you approve of the use of U.S. military troops in order to...? Ensure the supply of oil"
2015,"military","military_terroristcamp","CC15_324_2","Approve of military to destroy terrorist camp","Would you approve of the use of U.S. military troops in order to...? Destroy a terrorist camp"
2015,"military","military_genocide","CC15_324_3","Approve of military to intervene in genocide or civil war","Would you approve of the use of U.S. military troops in order to...? Intervene in a region where there is genocide or a civil war"
2015,"military","military_democracy","CC15_324_4","Approve of military to assist in spread democracy","Would you approve of the use of U.S. military troops in order to...? Assist the spread of democracy"
2015,"military","military_protectallies","CC15_324_5","Approve of military to protect US allies under attack","Would you approve of the use of U.S. military troops in order to...? Protect American allies under attack by foreign nations"
2015,"military","military_helpun","CC15_324_6","Approve of military to help the United Nations uphold international law","Would you approve of the use of U.S. military troops in order to...? Help the United Nations uphold international law"
2015,"miscellaneous","gaymarriage","CC15_325","Opposition to gay marriage","Do you favor or oppose allowing gays and lesbians to marry legally?"
2015,"miscellaneous","repealaca","CC15_327A","Repeal the Affordable Care Act","Congress considered many important bills over the past few years. For each of the following tell us whether you support or oppose the legislation in principle. Repeal Affordable Care Act. Would repeal the Affordable Care Act."
2015,"spending","spending_vs_tax","CC15_331","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)","If your state were to have a budget deficit this year it would have to raise taxes on income and sales or cut spending, such as on education, health care, welfare, and road construction. What would you prefer more raising taxes or cutting spending? Choose a point along the scale from 100 percent tax increases (and no spending cuts) to 100 percent spending cuts (and no tax increases). The point in the middle means that the budget should be balanced with equal amounts of spending cuts and tax increases. If you are Not sure, or don't know, please check the 'Not sure' box."
2015,"miscellaneous","incometax_vs_salestax","CC15_332","Preference scale from 0 (increase income tax) to 100 (increase sales tax)","If the state had to raise taxes, what share of the tax increase should come from increased income taxes and what share from increased sales taxes? Choose a point along the scale from 100 percent from sales (and none from income) to 100 percent from income (and none from sales). The point in the middle means that any increase in taxes should come equally from sales and income taxes. If you are Not sure, or don't know, please check the 'Not sure' box."
2015,"spending","spending_cuts_most","CC15_333a","Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)","The federal budget deficit is approximately 1 trillion this year. If the Congress were to balance the budget it would have to consider cutting defense spending, cutting domestic spending (such as Medicare and Social Security), or raising taxes to cover the deficit. What would you most prefer that Congress do - cut domestic spending, cut defense spending, or raise taxes?"
2015,"spending","spending_cuts_least","CC15_333b","Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)","The federal budget deficit is approximately 1 trillion this year. If the Congress were to balance the budget it would have to consider cutting defense spending, cutting domestic spending (such as Medicare and Social Security), or raising taxes to cover the deficit. What do you least want Congress to do?"
2015,NA,"case_id","V101","Respondent ID","Case ID"
2016,"guns","guns_bgchecks","CC16_330a","Background checks for guns for all sales","On the issue of gun regulation, do you support or oppose each of the following proposals? Background checks for all sales, including at gun shows and over the Internet"
2016,"guns","guns_names","CC16_330b","Prohibit state and local publishing gun owner names","On the issue of gun regulation, do you support or oppose each of the following proposals? Prohibit state and local governments from publishing the names and addresses of all gun owners"
2016,"guns","guns_assaultban","CC16_330d","Ban assault rifles","On the issue of gun regulation, do you support or oppose each of the following proposals? Ban assault rifles"
2016,"guns","guns_permits","CC16_330e","Ease ability to obtain concealed-carry permits","On the issue of gun regulation, do you support or oppose each of the following proposals? Make it easier for people to obtain concealed-carry permit"
2016,"immigration","immig_legalize","CC16_331_1","Grant conditional legal status to undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Immigration - Grant legal status to all illegal immigrants who have held jobs and paid taxes for at least 3 years, and not been convicted of any felony crimes"
2016,"immigration","immig_border","CC16_331_2","Increase border security between US-Mexico","What do you think the U.S. government should do about immigration? Select all that apply. Immigration - Increase the number of border patrols on the U.S.-Mexican border"
2016,"immigration","immig_employer","CC16_331_4","Sanction employers hiring undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Immigration - Fine U.S. businesses that hire illegal immigrants"
2016,"abortion","abortion_always","CC16_332a","Always allow abortion","Do you support or oppose each of the following proposals? Always allow a woman to obtain an abortion as a matter of choice"
2016,"abortion","abortion_conditional","CC16_332b","Allow abortion only under certain cases","Do you support or oppose each of the following proposals? Permit abortion only in case of rape, incest or when the woman's life is in danger"
2016,"abortion","abortion_20weeks","CC16_332c","Ban abortion after 20 weeks","Do you support or oppose each of the following proposals? Prohibit all abortions after the 20th week of pregnancy"
2016,"abortion","abortion_coverage","CC16_332d","Employer coverage of abortion","Do you support or oppose each of the following proposals? Allow employers to decline coverage of abortions in insurance plans"
2016,"abortion","abortion_expenditures","CC16_332e","Prohibit expenditures for abortion","Do you support or oppose each of the following proposals? Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion"
2016,"abortion","abortion_prohibition","CC16_332f","Total prohibition of abortion","Do you support or oppose each of the following proposals? Make abortions illegal in all circumstances"
2016,"environment","enviro_carbon","CC16_333a","Allow EPA to regulate carbon dioxide emissions","Do you support or oppose each of the following proposals? Give Environmental Protection Agency power to regulate Carbon Dioxide emissions"
2016,"environment","enviro_35mpg","CC16_333b","Raise fuel efficiency from 25 to 35 mpg","Do you support or oppose each of the following proposals? Raise required fuel efficiency for the average automobile from 25 mpg to 35 mpg."
2016,"environment","enviro_renewable","CC16_333c","Require states use a minimum amount of renewable fuels","Do you support or oppose each of the following proposals? Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase somewhat"
2016,"environment","enviro_airwateracts","CC16_333d","Strengthen EPA enforcement of Clean Air and Water acts","Do you support or oppose each of the following proposals? Strengthen enforcement of the Clean Air Act and Clean Water Act even if costs US jobs"
2016,"miscellaneous","gaymarriage","CC16_335","Opposition to gay marriage","Do you favor or oppose allowing gays and lesbians to marry legally?"
2016,"miscellaneous","repealaca","CC16_351I","Repeal the Affordable Care Act","Congress considers many issues. If you were in Congress would you vote FOR or AGAINST each of the following? Repeal Affordable Care Act. Would repeal the Affordable Care Act of 2009 (also known as Obamacare)."
2016,"military","military_oil","CC16_414_1","Approve of military ensuring oil supply","Would you approve of the use of U.S. military troops in order to...? Ensure the supply of oil"
2016,"military","military_terroristcamp","CC16_414_2","Approve of military to destroy terrorist camp","Would you approve of the use of U.S. military troops in order to...? Destroy a terrorist camp"
2016,"military","military_genocide","CC16_414_3","Approve of military to intervene in genocide or civil war","Would you approve of the use of U.S. military troops in order to...? Intervene in a region where there is genocide or a civil war"
2016,"military","military_democracy","CC16_414_4","Approve of military to assist in spread democracy","Would you approve of the use of U.S. military troops in order to...? Assist the spread of democracy"
2016,"military","military_protectallies","CC16_414_5","Approve of military to protect US allies under attack","Would you approve of the use of U.S. military troops in order to...? Protect American allies under attack by foreign nations"
2016,"military","military_helpun","CC16_414_6","Approve of military to help the United Nations uphold international law","Would you approve of the use of U.S. military troops in order to...? Help the United Nations uphold international law"
2016,"spending","spending_vs_tax","CC16_415r","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)","If your state were to have a budget deficit this year it would have to raise taxes on income and sales or cut spending, such as on education, health care, welfare, and road construction. What would you prefer more, raising taxes or cutting spending? Choose a point along the scale from 100"
2016,"miscellaneous","incometax_vs_salestax","CC16_416r","Preference scale from 0 (increase income tax) to 100 (increase sales tax)","If the state had to raise taxes, what share of the tax increase should come from increased income taxes and what share from increased sales taxes? Choose a point along the scale from 100"
2016,"spending","spending_welfare","CC16_426_1","Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Welfare"
2016,"spending","spending_healthcare","CC16_426_2","Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Health Care"
2016,"spending","spending_education","CC16_426_3","Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Education"
2016,"spending","spending_police","CC16_426_4","Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Law Enforcement"
2016,"spending","spending_infrastructure","CC16_426_5","Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Transportation/Infrastructure"
2016,NA,"case_id","V101","Respondent ID","Case ID"
2017,"guns","guns_bgchecks","CC17_330a","Background checks for guns for all sales","On the issue of gun regulation, are you for or against each of the following proposals? Background checks for all sales, including at gun shows and over the Internet"
2017,"guns","guns_names","CC17_330b","Prohibit state and local publishing gun owner names","On the issue of gun regulation, are you for or against each of the following proposals? Prohibit state and local governments from publishing the names and addresses of all gun owners"
2017,"guns","guns_assaultban","CC17_330c","Ban assault rifles","On the issue of gun regulation, are you for or against each of the following proposals? Ban assault rifles"
2017,"guns","guns_permits","CC17_330d","Ease ability to obtain concealed-carry permits","On the issue of gun regulation, are you for or against each of the following proposals? Make it easier for people to obtain concealed-carry permit"
2017,"immigration","immig_legalize","CC17_331_1","Grant conditional legal status to undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Grant legal status to all illegal immigrants who have held jobs and paid taxes for at least 3 years, and not been convicted of any felony crimes."
2017,"immigration","immig_border","CC17_331_2","Increase border security between US-Mexico","What do you think the U.S. government should do about immigration? Select all that apply. Increase the number of border patrols on the U.S.-Mexican border."
2017,"immigration","immig_police","CC17_331_3","Allow police questioning of suspected undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Allow police to question anyone they think may be in the country illegally."
2017,"immigration","immig_employer","CC17_331_4","Sanction employers hiring undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Fine U.S. businesses that hire illegal immigrants."
2017,"abortion","abortion_always","CC17_332a","Always allow abortion","Do you support or oppose each of the following proposals? Always allow a woman to obtain an abortion as a matter of choice"
2017,"abortion","abortion_conditional","CC17_332b","Allow abortion only under certain cases","Do you support or oppose each of the following proposals? Permit abortion only in case of rape, incest or when the woman's life is in danger"
2017,"abortion","abortion_20weeks","CC17_332c","Ban abortion after 20 weeks","Do you support or oppose each of the following proposals? Ban abortions after the 20th week of pregnancy"
2017,"abortion","abortion_coverage","CC17_332d","Employer coverage of abortion","Do you support or oppose each of the following proposals? Allow employers to decline coverage of abortions in insurance plans"
2017,"abortion","abortion_expenditures","CC17_332e","Prohibit expenditures for abortion","Do you support or oppose each of the following proposals? Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion."
2017,"abortion","abortion_prohibition","CC17_332f","Total prohibition of abortion","Do you support or oppose each of the following proposals? Make abortion illegal in all circumstances."
2017,"environment","enviro_carbon","CC17_333a","Allow EPA to regulate carbon dioxide emissions","Do you support or oppose each of the following proposals? Give Environmental Protection Agency power to regulate Carbon Dioxide emissions."
2017,"environment","enviro_35mpg","CC17_333b","Raise fuel efficiency from 25 to 35 mpg","Do you support or oppose each of the following proposals? Raise required fuel efficiency for the average automobile from 25 mpg to 35 mpg."
2017,"environment","enviro_renewable","CC17_333c","Require states use a minimum amount of renewable fuels","Do you support or oppose each of the following proposals? Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if the electricity prices increase a little."
2017,"environment","enviro_airwateracts","CC17_333d","Strengthen EPA enforcement of Clean Air and Water acts","Do you support or oppose each of the following proposals? Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs."
2017,"miscellaneous","repealaca","CC17_340A","Repeal the Affordable Care Act","Congress considered many important bills over the past few years. For each of the following tell us whether you support or oppose the legislation in principle. Repeal Affordable Care Act. Would repeal the Affordable Care Act."
2017,"spending","spending_vs_tax","CC17_343","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)","If your state were to have a budget deficit this year it would have to raise taxes on income and sales or cut spending, such as on education, health care, welfare, and road construction. What would you prefer more raising taxes or cutting spending? Choose a point along the scale from 100 percent tax increases (and no spending cuts) to 100 percent spending cuts (and no tax increases). The point in the middle means that the budget should be balanced with equal amounts of spending cuts and tax increases. If you are Not sure, or don't know, please check the 'Not sure' box."
2017,"miscellaneous","incometax_vs_salestax","CC17_344","Preference scale from 0 (increase income tax) to 100 (increase sales tax)","If the state had to raise taxes, what share of the tax increase should come from increased income taxes and what share from increased sales taxes? Choose a point along the scale from 100 percent from sales (and none from income) to 100 percent from income (and none from sales). The point in the middle means that any increase in taxes should come equally from sales and income taxes. If you are Not sure, or don't know, please check the 'Not sure' box."
2017,"spending","spending_cuts_most","CC17_345a","Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)","The federal budget deficit is approximately 700 billion this year. If the Congress were to balance the budget it would have to consider cutting defense spending, cutting domestic spending (such as Medicare and Social Security), or raising taxes to cover the deficit. What would you most prefer that Congress do - cut domestic spending, cut defense spending, or raise taxes?"
2017,"spending","spending_cuts_least","CC17_345b","Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)","The federal budget deficit is approximately 700 billion this year. If the Congress were to balance the budget it would have to consider cutting defense spending, cutting domestic spending (such as Medicare and Social Security), or raising taxes to cover the deficit. What do you least want Congress to do?"
2017,NA,"case_id","V101","Respondent ID","Case ID"
2018,NA,"case_id","caseid","Respondent ID","Case ID"
2018,"guns","guns_bgchecks","CC18_320a","Background checks for guns for all sales","On the issue of gun regulation, are you for or against each of the following proposals? Background checks for all sales, including at gun shows and over the Internet"
2018,"guns","guns_assaultban","CC18_320c","Ban assault rifles","On the issue of gun regulation, are you for or against each of the following proposals? Ban assault rifles"
2018,"guns","guns_permits","CC18_320d","Ease ability to obtain concealed-carry permits","On the issue of gun regulation, are you for or against each of the following proposals? Make it easier for people to obtain concealed-carry permit"
2018,"abortion","abortion_always","CC18_321a","Always allow abortion","Do you support or oppose each of the following proposals? Always allow a woman to obtain an abortion as a matter of choice"
2018,"abortion","abortion_conditional","CC18_321b","Allow abortion only under certain cases","Do you support or oppose each of the following proposals? Permit abortion ONLY in case of rape, incest or when the woman's life is in danger"
2018,"abortion","abortion_20weeks","CC18_321c","Ban abortion after 20 weeks","Do you support or oppose each of the following proposals? Ban abortions after the 20th week of pregnancy"
2018,"abortion","abortion_coverage","CC18_321d","Employer coverage of abortion","Do you support or oppose each of the following proposals? Allow employers to decline coverage of abortions in insurance plans"
2018,"abortion","abortion_expenditures","CC18_321e","Prohibit expenditures for abortion","Do you support or oppose each of the following proposals? Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion."
2018,"abortion","abortion_prohibition","CC18_321f","Total prohibition of abortion","Do you support or oppose each of the following proposals? Make abortion illegal in all circumstances."
2018,"immigration","immig_border","CC18_322a","Increase border security between US-Mexico","What do you think the U.S. government should do about immigration? Do you support or oppose each of the following? Increase spending on border security by 25 billion, including building a wall between the U.S. and Mexico."
2018,"miscellaneous","repealaca","CC18_327c","Repeal the Affordable Care Act","Thinking now about health care policy, would you support or oppose each of the following proposals? Health Care – Repeal the entire Affordable Care Act."
2018,"environment","enviro_carbon","CC18_415a","Allow EPA to regulate carbon dioxide emissions","Do you support or oppose each of the following proposals? Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions"
2018,"environment","enviro_35mpg","CC18_415b","Raise fuel efficiency from 25 to 35 mpg","Do you support or oppose each of the following proposals? Lower the required fuel efficiency for the average automobile from 35 mpg to 25 mpg."
2018,"environment","enviro_renewable","CC18_415c","Require states use a minimum amount of renewable fuels","Do you support or oppose each of the following proposals? Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase"
2018,"environment","enviro_airwateracts","CC18_415d","Strengthen EPA enforcement of Clean Air and Water acts","Do you support or oppose each of the following proposals? Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs US jobs"
2018,"spending","spending_welfare","CC18_426_1","Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Welfare"
2018,"spending","spending_healthcare","CC18_426_2","Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Health Care"
2018,"spending","spending_education","CC18_426_3","Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Education"
2018,"spending","spending_police","CC18_426_4","Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Law Enforcement"
2018,"spending","spending_infrastructure","CC18_426_5","Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Transportation/Infrastructure"
2019,NA,"case_id","caseid","Respondent ID","Case ID"
2019,"guns","guns_bgchecks","CC19_320a","Background checks for guns for all sales","Background checks for all gun sales, including at gun shows and over the Internet"
2019,"guns","guns_assaultban","CC19_320c","Ban assault rifles","Ban assault rifles"
2019,"guns","guns_permits","CC19_320d","Ease ability to obtain concealed-carry permits","Make it easier for people to obtain concealed-carry permit"
2019,"abortion","abortion_always","CC19_321a","Always allow abortion","Always allow a woman to obtain an abortion as a matter of choice"
2019,"abortion","abortion_conditional","CC19_321b","Allow abortion only under certain cases","Permit abortion ONLY in case of rape, incest or when the woman's life is in danger"
2019,"abortion","abortion_20weeks","CC19_321c","Ban abortion after 20 weeks","Ban abortions after the 20th week of pregnancy"
2019,"abortion","abortion_expenditures","CC19_321d","Prohibit expenditures for abortion","Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion except to save the life of the woman, or if the pregnancy arises from incest or rape"
2019,"abortion","abortion_prohibition","CC19_321e","Total prohibition of abortion","Make abortions illegal in all circumstances"
2019,"immigration","immig_legalize","CC19_322d","Grant conditional legal status to undocumented","Grant legal status to all illegal immigrants who have held jobs and paid taxes for at least 3 years, and not been convicted of any felony crimes."
2019,"immigration","immig_border","CC19_322e","Increase border security between US-Mexico","Increase the number of border patrols on the U.S.-Mexican border."
2019,"miscellaneous","repealaca","CC19_327d","Repeal the Affordable Care Act","Repeal the entire Affordable Care Act."
2019,"environment","enviro_carbon","CC19_340a","Allow EPA to regulate carbon dioxide emissions","Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions"
2019,"environment","enviro_renewable","CC19_340b","Require states use a minimum amount of renewable fuels","Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little"
2019,"environment","enviro_airwateracts","CC19_340c","Strengthen EPA enforcement of Clean Air and Water acts","Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs"
